loan_id,no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Not Graduate,self_employed_ Yes,loan_status
1493,1,5700000,17200000,4,512,4300000,7000000,21400000,3000000,True,False, Approved
2344,5,1300000,2900000,12,669,400000,1700000,3900000,1800000,False,True, Approved
3326,4,800000,2100000,6,353,700000,300000,2900000,1200000,True,True, Rejected
1971,5,7500000,15000000,14,661,12100000,5800000,29900000,4400000,True,True, Approved
3703,4,2200000,7800000,20,633,0,3900000,8400000,1900000,False,False, Approved
3261,5,1400000,5100000,4,348,2100000,900000,4000000,1300000,True,True, Approved
3309,0,3300000,9000000,16,797,3000000,6400000,10300000,3300000,True,False, Approved
2557,2,4700000,12000000,6,505,3400000,3800000,18000000,2300000,False,True, Rejected
1078,1,5900000,13000000,2,386,16300000,5000000,12000000,3800000,False,False, Rejected
2193,1,7700000,16900000,6,621,22600000,7900000,27400000,10200000,False,True, Approved
749,4,2700000,10200000,4,528,7800000,2200000,10000000,1600000,False,False, Approved
955,0,2200000,8600000,4,563,900000,1000000,4400000,2800000,True,False, Approved
3191,3,2300000,8000000,8,300,4200000,3800000,7300000,1200000,False,True, Rejected
3999,3,9000000,26500000,8,533,17100000,12400000,27800000,6000000,True,False, Rejected
2234,1,7500000,21400000,20,655,13000000,10300000,28100000,8100000,False,True, Approved
4047,2,6500000,16200000,10,809,14000000,4700000,13200000,8600000,False,False, Approved
1229,4,8900000,23400000,18,781,16500000,3100000,24900000,5800000,False,True, Approved
5,5,9800000,24200000,20,382,12400000,8200000,29400000,5000000,True,True, Rejected
821,0,3300000,10400000,4,423,7400000,4700000,11600000,3200000,True,True, Approved
2467,3,4100000,14600000,16,760,4700000,6600000,14900000,3000000,False,True, Approved
1028,1,9900000,38700000,6,670,19400000,12600000,35800000,6500000,True,False, Approved
2693,1,9700000,23500000,4,666,15100000,9400000,23300000,8000000,True,True, Approved
451,4,9000000,29000000,16,590,4600000,15600000,29200000,12300000,True,False, Approved
1308,5,8000000,29800000,18,867,17700000,14100000,22800000,9200000,False,True, Approved
70,0,1900000,5000000,12,312,4000000,2800000,4900000,2400000,False,False, Rejected
1658,4,3900000,9000000,2,674,8700000,5700000,14000000,3100000,True,False, Approved
2154,3,9700000,36000000,6,631,3500000,5500000,28500000,7500000,False,True, Approved
406,2,1800000,5700000,4,809,1200000,1900000,6300000,2400000,True,True, Approved
1798,0,8000000,21100000,6,306,16100000,11800000,28200000,8700000,True,True, Rejected
351,3,6700000,15800000,4,445,10500000,7600000,14100000,9100000,True,True, Rejected
2592,2,7400000,16000000,20,358,16700000,5500000,26800000,4300000,False,False, Rejected
3477,2,9800000,38200000,10,743,5400000,14800000,24300000,5300000,True,True, Approved
3835,5,4500000,10200000,12,726,2900000,8600000,17500000,4200000,False,False, Approved
3610,0,1100000,4100000,18,887,400000,1300000,2600000,1300000,True,False, Approved
395,4,2200000,8200000,14,737,5800000,2800000,8200000,1400000,True,True, Approved
2313,2,2200000,7000000,6,777,6100000,400000,4400000,3300000,False,False, Approved
2553,1,3600000,13100000,8,543,2900000,100000,9900000,2700000,True,True, Rejected
2449,5,6100000,14400000,16,400,9200000,2800000,23800000,5600000,False,True, Rejected
195,5,6400000,18300000,8,697,10000000,3600000,22500000,3600000,True,False, Approved
720,2,4000000,8500000,6,323,11200000,1000000,14300000,4100000,True,True, Rejected
3977,3,8500000,30800000,20,448,23000000,1400000,22900000,7900000,False,True, Rejected
530,2,4600000,13500000,16,587,7700000,5900000,10600000,5000000,False,False, Approved
1025,3,8700000,30500000,2,443,11800000,1800000,24600000,8100000,False,False, Approved
2020,0,3300000,9600000,8,465,6100000,700000,9700000,2000000,True,True, Rejected
3437,1,3000000,9400000,4,622,600000,3500000,9600000,2000000,False,False, Approved
2287,4,7100000,27200000,16,824,2400000,8000000,22400000,3900000,False,False, Approved
3503,1,3500000,9600000,4,398,1700000,6000000,7900000,4600000,True,True, Rejected
657,0,3700000,8500000,8,424,1900000,5600000,14800000,4100000,False,True, Rejected
4004,4,5000000,19600000,18,611,13400000,4400000,14400000,4600000,False,True, Approved
4022,1,7900000,19100000,2,593,20800000,12200000,26100000,7800000,True,True, Approved
3585,3,9800000,28400000,12,487,8900000,15400000,30800000,11100000,False,True, Rejected
2749,5,600000,1200000,8,343,100000,700000,1600000,600000,True,True, Rejected
2224,3,2500000,9300000,4,810,2700000,3300000,9400000,3700000,False,False, Approved
3023,3,5500000,12400000,8,580,800000,900000,19300000,7300000,True,False, Approved
1210,0,3200000,12000000,14,645,5200000,1400000,12100000,3400000,False,True, Approved
798,1,4600000,18400000,10,403,200000,8800000,17300000,2900000,True,True, Rejected
1638,3,4500000,12500000,12,469,4100000,7600000,14200000,3400000,False,False, Rejected
3299,2,6800000,15500000,12,338,9900000,1200000,21800000,8500000,True,True, Rejected
2688,1,9600000,28300000,6,536,18700000,9300000,27300000,6000000,True,False, Rejected
2711,3,7400000,15200000,10,548,16700000,12800000,19300000,4800000,False,True, Rejected
881,0,1100000,3300000,10,482,2800000,300000,2900000,1600000,False,False, Rejected
4184,2,6600000,21500000,18,471,13700000,9800000,17100000,4800000,False,False, Rejected
1201,0,300000,800000,4,603,800000,200000,600000,200000,True,True, Approved
1417,2,7800000,17100000,14,351,19000000,7200000,19300000,7100000,True,False, Rejected
1282,3,7700000,27700000,4,439,13900000,7500000,27100000,6200000,False,False, Approved
1857,4,3200000,10600000,16,693,7800000,4900000,10400000,1800000,True,False, Approved
1894,2,5600000,17200000,16,586,13700000,2100000,14300000,4300000,False,False, Approved
1702,1,4300000,10100000,2,797,4400000,4500000,16300000,4700000,False,True, Approved
3333,5,4400000,15300000,4,401,200000,5400000,17500000,2400000,False,False, Approved
2195,3,5700000,15400000,16,424,4700000,3000000,16400000,5600000,True,False, Rejected
2991,1,3100000,6600000,20,837,4000000,4200000,12300000,4300000,True,False, Approved
3069,1,1900000,7100000,2,834,3900000,2300000,5800000,1400000,True,False, Approved
1884,2,7500000,15400000,8,332,8300000,3100000,23700000,5400000,True,False, Rejected
856,4,7000000,18900000,6,475,1300000,6100000,14700000,5200000,False,False, Rejected
2536,1,1600000,4500000,14,673,1900000,2700000,3700000,1300000,False,False, Approved
4179,1,3600000,13400000,16,732,5200000,6700000,7300000,3300000,True,True, Approved
2933,1,2800000,9100000,14,510,2400000,4200000,10400000,3000000,True,True, Rejected
2477,2,8700000,26400000,2,778,8500000,2400000,28800000,10300000,False,True, Approved
1576,3,7300000,20000000,18,720,15500000,9900000,23000000,9800000,True,True, Approved
1029,0,5800000,21100000,6,414,7900000,2400000,16000000,5600000,False,False, Rejected
1525,2,3000000,7100000,4,819,5400000,4800000,6000000,2100000,True,True, Approved
2974,0,4800000,18600000,6,618,12300000,5900000,16800000,4000000,False,False, Approved
3817,4,1500000,4000000,18,706,0,2700000,4400000,1700000,True,False, Approved
3815,1,5600000,11700000,10,774,11000000,4300000,13100000,6500000,False,False, Approved
2368,3,8900000,35400000,14,404,22300000,7700000,26400000,5900000,False,True, Rejected
2621,2,5000000,10700000,2,753,12600000,9000000,11500000,5700000,True,True, Approved
1523,4,3400000,13500000,12,705,10000000,1100000,8300000,4900000,False,False, Approved
3773,2,7000000,21400000,12,541,3700000,1300000,19800000,9600000,True,True, Rejected
623,4,5300000,19200000,4,655,14200000,6900000,17800000,3900000,False,True, Approved
2857,3,8300000,31400000,6,674,1000000,1600000,17200000,6100000,True,True, Rejected
692,3,900000,2300000,6,747,1200000,200000,2900000,600000,True,True, Approved
3639,3,8500000,26100000,2,683,6600000,10400000,24100000,5700000,True,True, Approved
2537,0,9800000,34100000,20,760,21500000,9400000,33400000,13600000,False,True, Approved
1816,1,5100000,13800000,14,350,6200000,2200000,12600000,3600000,False,False, Rejected
3689,4,4700000,11000000,4,321,10100000,100000,9600000,6900000,False,True, Rejected
3908,3,1000000,2600000,6,341,2900000,1700000,3600000,1100000,False,True, Rejected
424,4,3900000,11900000,10,855,10200000,4000000,10200000,2800000,False,True, Approved
2229,3,3300000,11100000,2,660,6500000,3700000,12300000,4500000,False,False, Approved
1396,4,4700000,13100000,14,492,1000000,4500000,14100000,6400000,False,False, Rejected
3759,2,6100000,12300000,18,697,14100000,9100000,12600000,3500000,True,True, Approved
2769,4,7700000,23400000,6,400,3900000,3400000,20800000,10700000,True,True, Rejected
2754,0,3800000,11700000,2,351,100000,6700000,12500000,3100000,False,True, Approved
2464,2,5000000,12400000,8,709,11300000,6800000,13300000,4200000,True,False, Approved
3049,4,2600000,6200000,14,421,2500000,2200000,8900000,3400000,False,True, Rejected
2473,1,4900000,18100000,8,382,13600000,400000,15500000,2400000,False,False, Rejected
4,3,8200000,30700000,8,467,18200000,3300000,23300000,7900000,False,False, Rejected
132,5,8800000,22600000,10,357,7900000,8600000,18200000,4900000,False,False, Rejected
742,1,6900000,14400000,10,828,4600000,13000000,26700000,9000000,True,False, Approved
2218,2,6700000,25500000,10,673,11100000,8600000,25100000,5000000,False,True, Approved
2907,2,7500000,29800000,4,392,5500000,2200000,20800000,4000000,False,False, Approved
3074,5,1000000,2000000,4,524,2700000,1800000,2200000,700000,True,False, Rejected
2349,4,9500000,22600000,14,433,10000000,900000,23100000,13400000,False,True, Rejected
4208,4,2300000,5800000,8,469,6100000,4200000,7900000,2400000,True,True, Rejected
2825,1,200000,500000,10,856,500000,200000,500000,200000,False,True, Approved
569,4,4500000,9800000,16,895,9800000,8200000,13900000,5500000,True,False, Approved
3081,1,6000000,13100000,2,368,9900000,2200000,13700000,4900000,True,True, Rejected
2118,5,4100000,9000000,6,581,6600000,1500000,11300000,3400000,True,True, Approved
4206,2,8900000,17800000,20,603,3300000,17600000,29000000,13100000,True,False, Approved
1082,1,4800000,11600000,16,696,1400000,9400000,11800000,6500000,True,True, Approved
4176,3,6900000,17900000,18,494,7700000,11200000,15400000,8700000,True,True, Rejected
1991,4,6200000,12400000,20,547,14200000,10800000,17200000,8000000,False,False, Rejected
1663,3,4900000,19000000,4,575,14100000,9100000,16500000,4600000,True,True, Approved
3849,2,7600000,24800000,12,564,14000000,6200000,24700000,6700000,False,False, Approved
3516,1,7900000,25700000,20,681,14900000,3000000,18100000,8800000,False,False, Approved
1797,3,2300000,6800000,10,418,2800000,2700000,6300000,1400000,False,False, Rejected
135,3,1500000,5500000,16,717,2100000,800000,4400000,1300000,True,False, Approved
1279,4,7600000,29000000,8,739,22100000,8100000,22100000,8800000,False,False, Approved
2579,3,3000000,7100000,6,415,2000000,5700000,9500000,2500000,False,True, Rejected
3440,5,9700000,27400000,2,328,0,18400000,22000000,7900000,True,True, Rejected
3586,2,3900000,9700000,8,539,4400000,7600000,7900000,5100000,False,True, Rejected
3037,4,3900000,14300000,20,477,1000000,4600000,9100000,2900000,False,True, Rejected
4031,1,5000000,16900000,12,517,2200000,1500000,15500000,5400000,True,True, Rejected
3645,0,5700000,13000000,6,328,7800000,7500000,20700000,8200000,True,False, Rejected
4029,0,3000000,11300000,16,478,5600000,2000000,9800000,2000000,False,False, Rejected
4177,4,9600000,33000000,14,336,5800000,8500000,30100000,4900000,False,False, Rejected
2046,3,3200000,8200000,8,311,4900000,5600000,10700000,1600000,False,False, Rejected
2208,0,3500000,12300000,16,479,9700000,6000000,7900000,4700000,False,False, Rejected
1650,2,1300000,3200000,4,810,3800000,2100000,4300000,800000,True,True, Approved
188,3,9000000,30400000,6,638,16800000,11000000,26900000,9200000,False,True, Approved
803,0,1800000,5400000,16,555,3900000,2900000,5100000,1700000,False,False, Approved
1873,4,6900000,16300000,8,606,5800000,900000,23700000,3600000,False,True, Approved
1007,4,2500000,8400000,12,761,6300000,1300000,8400000,1600000,False,True, Approved
4092,5,7700000,19000000,2,539,4000000,14500000,29300000,4100000,True,False, Rejected
3738,3,8800000,33700000,12,397,17300000,16000000,22200000,8800000,False,False, Rejected
3311,5,8500000,23400000,16,604,25100000,16500000,24500000,4800000,True,False, Approved
2854,2,4900000,16000000,12,710,8700000,7100000,10000000,5700000,False,False, Approved
1715,4,600000,1200000,14,338,500000,500000,2300000,500000,True,False, Rejected
2220,3,7800000,19600000,4,767,18100000,10500000,20500000,7700000,False,True, Approved
2332,3,7900000,27000000,6,601,17700000,7800000,27600000,11500000,False,False, Approved
1081,4,300000,500000,14,448,700000,100000,800000,100000,False,True, Rejected
1686,0,2500000,9900000,6,623,6000000,1800000,6200000,1800000,True,True, Approved
3990,3,2400000,8200000,10,531,6800000,1900000,5700000,2000000,True,False, Rejected
1050,0,1000000,3800000,8,553,2500000,1000000,2100000,1300000,False,True, Approved
3636,3,5400000,16300000,4,512,1600000,3400000,13100000,6000000,True,True, Approved
273,3,8800000,20400000,8,483,3200000,11400000,28200000,11800000,False,False, Rejected
848,2,7700000,15400000,18,524,12900000,5100000,21000000,6600000,False,False, Rejected
2508,4,5600000,15600000,12,470,9900000,10700000,14600000,7000000,False,False, Rejected
736,0,4700000,14400000,14,881,11000000,6100000,17600000,2400000,False,False, Approved
1630,3,4200000,11400000,10,654,8800000,400000,16200000,5700000,True,False, Approved
62,3,9600000,30500000,18,669,4700000,1900000,26500000,9300000,True,True, Approved
2614,0,9600000,19600000,12,500,21500000,700000,37600000,10900000,True,True, Rejected
363,1,9000000,32200000,16,468,4500000,16400000,28600000,10900000,True,True, Rejected
2095,1,3300000,7500000,12,648,6400000,1700000,8700000,1600000,False,True, Approved
2915,3,9900000,36500000,16,562,17300000,18500000,22300000,9800000,True,True, Approved
1225,0,9800000,23900000,14,459,1000000,13400000,21100000,7200000,False,True, Rejected
401,4,5400000,15700000,18,452,13700000,2600000,16500000,6600000,False,False, Rejected
84,3,3600000,8600000,20,613,9400000,300000,10300000,3300000,False,False, Approved
3000,3,6800000,23900000,12,565,18800000,2800000,18800000,6700000,False,True, Approved
1079,5,9800000,37900000,18,301,6700000,4900000,34300000,6200000,True,True, Rejected
1470,2,6900000,13900000,8,829,14300000,8100000,22400000,4600000,False,True, Approved
2072,2,5400000,14300000,14,477,10200000,700000,11100000,5500000,False,True, Rejected
2792,4,800000,2800000,16,645,900000,1400000,2300000,600000,True,True, Approved
1494,0,4100000,9200000,4,671,3400000,6300000,10400000,4900000,False,False, Approved
1732,2,6400000,16900000,16,472,11100000,6000000,16300000,4500000,False,False, Rejected
4228,4,400000,1400000,2,496,400000,200000,1100000,400000,False,True, Approved
243,5,5700000,12900000,18,807,4100000,900000,18600000,5500000,False,False, Approved
2419,0,9000000,35100000,6,898,500000,16200000,20700000,9100000,True,False, Approved
2420,1,2800000,9100000,12,436,3600000,500000,7800000,3600000,True,False, Rejected
1460,0,7600000,28700000,6,397,11000000,13200000,24600000,3800000,False,False, Rejected
578,3,2400000,8600000,8,684,3400000,2400000,6200000,1600000,True,False, Approved
3891,4,6200000,21300000,16,882,11800000,3500000,12900000,4100000,False,True, Approved
3833,0,8000000,18000000,16,791,13900000,10300000,23400000,10600000,True,False, Approved
3490,5,9000000,31400000,2,677,12000000,10800000,20700000,8700000,False,True, Approved
2150,1,800000,3000000,4,338,900000,1000000,2600000,400000,False,False, Approved
3989,1,6900000,19500000,2,809,6100000,10600000,22900000,9300000,False,False, Approved
2482,3,2100000,7400000,4,320,3300000,2700000,6300000,2200000,True,True, Approved
3351,3,4100000,13300000,10,670,1900000,5500000,13200000,6100000,True,True, Approved
2136,0,6400000,16900000,16,759,16200000,7100000,15200000,3100000,False,True, Approved
3775,1,3200000,7600000,4,592,3000000,1400000,8100000,4700000,False,False, Approved
202,2,3800000,8900000,16,389,200000,5600000,12200000,2200000,True,True, Rejected
95,2,1000000,2000000,10,366,1200000,400000,3200000,1300000,False,False, Rejected
1465,5,4400000,17300000,20,840,3600000,5100000,12900000,2300000,False,True, Approved
2242,1,1100000,3800000,8,779,600000,1800000,4000000,1600000,True,True, Approved
1198,5,7500000,28200000,2,440,8200000,5800000,24400000,6000000,False,True, Approved
1478,4,1200000,3300000,12,876,400000,100000,3800000,1000000,True,False, Approved
1555,3,4500000,13100000,12,570,10500000,2000000,10100000,5800000,True,True, Approved
3043,3,6100000,14800000,10,492,6700000,3500000,17900000,6100000,True,False, Rejected
161,5,3100000,9600000,2,761,5800000,1800000,10400000,4200000,True,False, Approved
3310,1,5800000,18700000,20,586,14100000,3000000,15600000,6000000,True,False, Approved
421,3,1700000,5400000,6,710,4800000,700000,5800000,1700000,False,False, Approved
2637,0,1000000,2200000,12,302,2200000,400000,3700000,1400000,True,False, Rejected
3513,3,4100000,12700000,10,465,6400000,1900000,14100000,3200000,False,True, Rejected
2339,5,6100000,20700000,20,482,9400000,2000000,16900000,5900000,False,False, Rejected
25,0,4900000,9800000,16,324,3800000,8700000,10000000,3300000,True,False, Rejected
2110,3,9100000,27400000,18,652,8500000,7300000,31700000,6800000,True,False, Approved
2570,5,5000000,10800000,10,345,12300000,5000000,14100000,6300000,True,False, Rejected
2806,3,2800000,10900000,2,710,600000,2400000,5600000,3600000,False,False, Approved
494,1,300000,1100000,12,443,600000,400000,1200000,200000,True,False, Rejected
1429,1,1300000,2900000,6,480,2900000,300000,2900000,1400000,True,True, Rejected
2063,0,9200000,36500000,14,522,10500000,5300000,22400000,13200000,False,False, Rejected
3800,4,7900000,31500000,20,534,12400000,8500000,21600000,6400000,False,False, Rejected
3882,0,5500000,17100000,8,353,400000,200000,17100000,5200000,False,True, Rejected
3951,4,4400000,17200000,4,563,4100000,3700000,12700000,2900000,True,False, Approved
886,2,5200000,13500000,2,777,7000000,5200000,15500000,6100000,False,False, Approved
998,3,8500000,28300000,2,810,25200000,4300000,18500000,10700000,True,True, Approved
1546,2,8200000,27800000,16,827,11500000,8700000,26000000,10700000,True,True, Approved
4223,0,8700000,30200000,10,447,14200000,14800000,28200000,6100000,True,False, Rejected
307,5,9000000,29300000,4,531,10400000,9500000,35500000,5800000,True,False, Approved
3958,0,4300000,11000000,4,374,7100000,7300000,9300000,4700000,True,False, Rejected
137,2,4600000,16700000,2,786,200000,5900000,13900000,6100000,True,False, Approved
3124,1,9700000,24700000,14,600,13600000,14000000,35500000,6700000,True,True, Approved
2187,3,8100000,23300000,20,657,15700000,2900000,28100000,6200000,True,True, Approved
3685,4,1300000,4600000,10,312,1800000,600000,3100000,800000,False,False, Rejected
1461,1,4100000,10000000,6,891,4900000,300000,12600000,3600000,False,False, Approved
1414,2,1500000,5000000,4,613,4400000,1300000,5200000,2100000,True,True, Approved
3054,2,1900000,6700000,16,893,5600000,3600000,6300000,1600000,True,True, Approved
490,0,7500000,16800000,16,492,21500000,4800000,25400000,11100000,False,True, Rejected
389,5,4300000,14500000,12,302,12500000,4300000,12500000,5100000,True,False, Rejected
3105,2,6400000,19300000,6,414,7200000,1800000,19100000,3900000,True,True, Rejected
3609,4,8000000,27100000,8,524,16900000,10900000,25600000,8400000,False,False, Rejected
1648,4,3200000,12800000,8,638,4300000,2600000,8000000,3800000,True,True, Approved
1667,4,1600000,3800000,2,896,1200000,400000,4800000,2000000,True,True, Approved
3169,5,2400000,7500000,12,357,2600000,2900000,6100000,1300000,True,False, Rejected
3668,4,6300000,16900000,16,582,16000000,3600000,23700000,6000000,True,True, Approved
2840,3,9700000,35300000,4,462,11500000,9500000,33700000,7200000,False,False, Approved
3215,4,300000,1200000,18,544,700000,100000,800000,100000,False,False, Rejected
2687,4,6400000,21300000,20,332,3600000,9100000,16200000,8000000,True,True, Rejected
1248,1,1000000,3200000,4,888,2000000,1500000,2200000,1300000,False,True, Approved
3144,1,200000,400000,20,882,400000,100000,300000,0,False,True, Approved
3357,4,5100000,15500000,8,392,6700000,8100000,13600000,6700000,False,False, Rejected
815,1,200000,800000,14,624,600000,0,600000,0,False,True, Approved
1721,3,3800000,15100000,20,540,9400000,1000000,9300000,3600000,False,True, Rejected
2649,3,6100000,13500000,2,717,15700000,4200000,16100000,3400000,False,False, Approved
1471,3,4300000,11100000,6,312,4800000,3800000,10100000,3300000,True,False, Rejected
444,2,7700000,16700000,6,555,12900000,2900000,18100000,8500000,False,False, Approved
4137,4,7100000,18200000,4,790,2500000,2200000,25500000,9600000,False,True, Approved
603,5,3700000,10000000,20,709,8000000,800000,12000000,2200000,False,True, Approved
745,5,8000000,30000000,14,549,14800000,200000,17300000,7000000,True,False, Rejected
521,3,7200000,21200000,4,711,10800000,4200000,24900000,5700000,True,False, Approved
2176,2,7000000,19800000,10,563,3900000,9400000,22800000,8000000,False,False, Approved
2399,5,7300000,17200000,2,345,6100000,8400000,23200000,4900000,False,False, Rejected
970,2,6000000,13000000,12,462,2100000,2500000,14600000,5600000,True,True, Rejected
3129,1,500000,1700000,18,617,400000,100000,1400000,500000,True,True, Approved
4251,1,6000000,13400000,12,731,1300000,4300000,21300000,6900000,False,True, Approved
2108,4,6400000,18400000,16,320,17700000,3600000,13900000,8300000,True,True, Rejected
2429,0,4200000,10300000,10,506,9300000,4500000,12400000,6000000,False,False, Rejected
1196,3,7000000,19200000,4,768,8600000,13700000,19200000,7700000,True,True, Approved
3794,2,8300000,20800000,6,667,19300000,4100000,25400000,6800000,True,False, Approved
3001,1,9900000,25700000,2,340,15600000,18800000,29500000,11800000,True,True, Rejected
938,5,5900000,15600000,2,730,12600000,4700000,15900000,5900000,False,True, Approved
4262,3,3000000,7500000,6,881,1400000,4500000,6100000,2300000,False,True, Approved
3571,4,3000000,10900000,2,786,7600000,3300000,8000000,3200000,True,True, Approved
1328,5,600000,2400000,18,631,600000,300000,2100000,900000,True,False, Approved
617,0,4500000,14500000,2,766,6100000,8400000,17200000,6600000,True,False, Approved
4181,3,9700000,30800000,18,471,12700000,3800000,37300000,10400000,True,True, Rejected
3750,0,7900000,26200000,18,845,14200000,14700000,27400000,6300000,True,False, Approved
2929,5,4100000,15500000,10,836,10500000,1100000,15200000,3600000,False,True, Approved
2070,4,6500000,20200000,12,653,18600000,1400000,23800000,6400000,False,True, Approved
774,5,9000000,20000000,2,440,17100000,1000000,28500000,7600000,False,True, Rejected
3550,2,5000000,19500000,14,775,3100000,4700000,9900000,6500000,True,True, Approved
2410,0,7700000,24800000,10,642,16800000,10700000,27400000,4500000,False,False, Approved
1315,1,6200000,14300000,20,819,7500000,11700000,16700000,4300000,False,False, Approved
2855,3,700000,2500000,8,321,1900000,1200000,1700000,400000,True,True, Rejected
433,3,5600000,18700000,2,769,8000000,8200000,17300000,4800000,True,False, Approved
2682,4,1500000,3100000,6,885,100000,2800000,3800000,1900000,True,False, Approved
2393,5,2300000,6700000,16,612,6700000,3300000,8800000,2000000,False,True, Approved
2884,2,2100000,4600000,4,348,5400000,0,7400000,1400000,True,True, Rejected
3110,4,4000000,11000000,8,791,500000,4700000,10300000,3000000,True,True, Approved
3895,4,6900000,18000000,8,347,16400000,9300000,18300000,8700000,True,False, Rejected
3193,0,5300000,13300000,12,572,4200000,2500000,18000000,7100000,False,True, Approved
4189,4,5800000,18500000,16,436,1400000,5500000,17100000,6500000,False,False, Rejected
103,2,4300000,12900000,20,618,11400000,3600000,11400000,2400000,True,True, Approved
2241,5,7400000,16200000,2,778,17000000,2700000,19400000,9200000,True,True, Approved
1334,0,5000000,18900000,6,641,4300000,8500000,19600000,6700000,False,True, Approved
864,5,4200000,9200000,12,870,3200000,2400000,12300000,5700000,False,False, Approved
3166,2,7500000,15100000,8,488,19800000,0,28500000,6700000,False,True, Rejected
3291,1,5400000,19300000,12,784,5000000,1800000,20300000,6500000,False,True, Approved
3017,3,9300000,36600000,6,431,22000000,14600000,32900000,8800000,True,False, Rejected
3138,2,6700000,20200000,6,701,8800000,12200000,13900000,8200000,True,True, Approved
2689,5,2100000,6500000,10,796,2400000,2800000,7300000,2700000,True,True, Approved
1830,1,3000000,6000000,16,518,3800000,1700000,11600000,3900000,True,True, Rejected
2244,3,8200000,28300000,2,530,15000000,10500000,20200000,12100000,False,False, Approved
2797,1,3900000,8000000,6,448,100000,1900000,9800000,4000000,False,False, Rejected
927,3,5200000,16300000,8,335,9500000,7000000,13600000,7300000,True,True, Rejected
471,0,6900000,22100000,20,303,13600000,4600000,22000000,6900000,True,True, Rejected
2170,2,4600000,14800000,6,410,12900000,6800000,16100000,5800000,False,False, Rejected
2821,2,8400000,20800000,12,335,6700000,12300000,18500000,10100000,True,True, Rejected
367,3,6000000,12500000,18,851,14600000,5000000,16800000,5000000,True,True, Approved
1982,4,3900000,10600000,20,544,4100000,3100000,10900000,4900000,True,False, Rejected
2670,5,9500000,36700000,16,348,3500000,2200000,31600000,11400000,False,True, Rejected
426,0,1100000,2800000,18,431,500000,300000,4300000,1400000,False,True, Rejected
524,4,7100000,27900000,10,328,9000000,13400000,26500000,7700000,True,True, Rejected
3292,5,8400000,31900000,10,605,18900000,10300000,22000000,9100000,True,True, Approved
1369,3,6800000,17900000,6,783,20000000,9800000,23600000,5500000,True,False, Approved
3328,0,7700000,16900000,14,473,22100000,4000000,29000000,6400000,True,True, Rejected
960,1,9600000,34500000,2,795,9500000,900000,32000000,9300000,False,True, Approved
1652,3,6300000,23800000,10,760,12700000,1300000,18400000,8800000,True,False, Approved
964,0,5000000,14400000,4,874,3000000,9300000,14100000,3900000,False,False, Approved
505,4,8600000,19200000,4,868,20400000,1500000,32800000,9300000,False,True, Approved
3936,4,5900000,11800000,8,479,11000000,1200000,15700000,3900000,False,True, Rejected
992,2,2300000,5000000,8,884,1400000,1700000,6100000,1500000,True,False, Approved
2786,0,7700000,29300000,14,801,6200000,11800000,23400000,4700000,True,False, Approved
747,0,2600000,8400000,18,861,0,3500000,6200000,3800000,True,False, Approved
2299,2,4400000,13900000,6,810,13200000,4200000,15000000,5200000,True,True, Approved
2034,5,3200000,11800000,16,565,8100000,2700000,9200000,1800000,True,True, Approved
2480,2,2700000,9300000,16,656,7700000,2500000,6400000,3600000,False,False, Approved
3852,4,2000000,5200000,16,724,5200000,3800000,4600000,2800000,True,True, Approved
2323,5,200000,300000,10,704,500000,100000,800000,200000,True,True, Approved
3702,1,9600000,29900000,18,478,18500000,15200000,38200000,9400000,False,True, Rejected
944,5,1400000,2900000,4,829,800000,600000,5400000,1600000,False,False, Approved
317,2,2400000,4900000,4,888,6400000,4300000,5100000,3400000,True,True, Approved
2777,4,7900000,30700000,10,322,10600000,13200000,30300000,6300000,False,True, Rejected
4072,0,7000000,14000000,4,702,9000000,3100000,21400000,7600000,False,True, Approved
1948,2,4800000,12900000,8,740,9300000,900000,11000000,3700000,False,True, Approved
2587,1,9800000,36000000,12,629,28000000,4100000,29800000,11200000,True,True, Approved
291,5,4300000,9300000,10,450,2100000,6700000,10000000,4100000,True,True, Rejected
1022,2,7600000,23600000,6,358,20200000,2900000,22100000,10900000,True,True, Rejected
488,5,6300000,14800000,6,608,16100000,10500000,21800000,5400000,True,False, Approved
1617,5,9700000,25900000,2,754,9000000,10000000,28500000,6700000,True,True, Approved
212,5,1700000,6000000,18,420,500000,1600000,3700000,2300000,True,True, Rejected
467,5,500000,1800000,18,411,1000000,500000,1300000,200000,True,True, Rejected
419,0,3100000,9300000,6,663,1300000,1400000,8100000,3800000,False,False, Approved
2949,1,5600000,11700000,6,707,4500000,800000,19000000,3900000,False,True, Approved
3980,4,9400000,20200000,10,803,24800000,1000000,34400000,4800000,True,False, Approved
1854,3,1000000,2500000,18,763,400000,1100000,2100000,1400000,True,True, Approved
1169,2,8900000,28500000,6,367,22200000,16600000,21500000,9300000,False,False, Rejected
3807,0,1300000,3400000,10,464,1200000,200000,3500000,1400000,True,False, Rejected
859,1,2400000,6200000,12,337,3400000,2100000,9400000,2300000,True,True, Rejected
3006,5,6400000,21900000,12,699,15700000,500000,17200000,3800000,False,True, Approved
1114,4,4600000,9400000,18,545,800000,2400000,11500000,6300000,False,False, Rejected
2767,5,6300000,13200000,16,321,6700000,4000000,15200000,7100000,False,True, Rejected
